Jahr,Nationalität,Geschlecht,Familienstatus,Alter,Anzahl
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,66,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,66,-
__________,,,,66,
31.12.2014,Deutsche,männlich,ledig,67,23098
31.12.2014,Deutsche,männlich,verheiratet,67,285557
31.12.2014,Deutsche,männlich,verwitwet,67,16858
31.12.2014,Deutsche,männlich,geschieden,67,37331
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,67,483
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,13
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,67,25
31.12.2014,Deutsche,weiblich,ledig,67,16061
31.12.2014,Deutsche,weiblich,verheiratet,67,261786
31.12.2014,Deutsche,weiblich,verwitwet,67,71001
31.12.2014,Deutsche,weiblich,geschieden,67,46973
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,67,264
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,2
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,67,11
31.12.2014,Ausländer,männlich,ledig,67,1556
31.12.2014,Ausländer,männlich,verheiratet,67,26665
31.12.2014,Ausländer,männlich,verwitwet,67,1289
31.12.2014,Ausländer,männlich,geschieden,67,2786
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,67,35
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,1
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,67,1
31.12.2014,Ausländer,weiblich,ledig,67,1091
31.12.2014,Ausländer,weiblich,verheiratet,67,21000
31.12.2014,Ausländer,weiblich,verwitwet,67,6095
31.12.2014,Ausländer,weiblich,geschieden,67,2980
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,67,16
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,67,1
31.12.2015,Deutsche,männlich,ledig,67,26126
31.12.2015,Deutsche,männlich,verheiratet,67,301762
31.12.2015,Deutsche,männlich,verwitwet,67,17600
31.12.2015,Deutsche,männlich,geschieden,67,40896
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,67,534
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,20
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,67,52
31.12.2015,Deutsche,weiblich,ledig,67,18040
31.12.2015,Deutsche,weiblich,verheiratet,67,273803
31.12.2015,Deutsche,weiblich,verwitwet,67,73516
31.12.2015,Deutsche,weiblich,geschieden,67,50897
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,67,346
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,13
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,67,15
31.12.2015,Ausländer,männlich,ledig,67,1760
31.12.2015,Ausländer,männlich,verheiratet,67,25682
31.12.2015,Ausländer,männlich,verwitwet,67,1261
31.12.2015,Ausländer,männlich,geschieden,67,2897
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,67,35
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,3
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,67,-
31.12.2015,Ausländer,weiblich,ledig,67,1263
31.12.2015,Ausländer,weiblich,verheiratet,67,22081
31.12.2015,Ausländer,weiblich,verwitwet,67,6461
31.12.2015,Ausländer,weiblich,geschieden,67,3380
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,67,8
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,3
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,67,1
31.12.2016,Deutsche,männlich,ledig,67,29754
31.12.2016,Deutsche,männlich,verheiratet,67,327376
31.12.2016,Deutsche,männlich,verwitwet,67,19214
31.12.2016,Deutsche,männlich,geschieden,67,44816
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,67,643
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,33
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,67,29
31.12.2016,Deutsche,weiblich,ledig,67,20693
31.12.2016,Deutsche,weiblich,verheiratet,67,299442
31.12.2016,Deutsche,weiblich,verwitwet,67,78519
31.12.2016,Deutsche,weiblich,geschieden,67,56635
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,67,424
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,15
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,67,18
31.12.2016,Ausländer,männlich,ledig,67,1908
31.12.2016,Ausländer,männlich,verheiratet,67,24046
31.12.2016,Ausländer,männlich,verwitwet,67,1225
31.12.2016,Ausländer,männlich,geschieden,67,2928
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,67,53
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,3
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,67,2
31.12.2016,Ausländer,weiblich,ledig,67,1467
31.12.2016,Ausländer,weiblich,verheiratet,67,23133
31.12.2016,Ausländer,weiblich,verwitwet,67,6735
31.12.2016,Ausländer,weiblich,geschieden,67,3418
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,67,17
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,67,1
31.12.2017,Deutsche,männlich,ledig,67,32572
31.12.2017,Deutsche,männlich,verheiratet,67,332167
31.12.2017,Deutsche,männlich,verwitwet,67,19568
31.12.2017,Deutsche,männlich,geschieden,67,47082
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,67,688
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,36
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,67,67
31.12.2017,Deutsche,weiblich,ledig,67,22705
31.12.2017,Deutsche,weiblich,verheiratet,67,305444
31.12.2017,Deutsche,weiblich,verwitwet,67,79076
31.12.2017,Deutsche,weiblich,geschieden,67,60697
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,67,521
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,23
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,67,43
31.12.2017,Ausländer,männlich,ledig,67,2240
31.12.2017,Ausländer,männlich,verheiratet,67,22983
31.12.2017,Ausländer,männlich,verwitwet,67,1247
31.12.2017,Ausländer,männlich,geschieden,67,3078
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,67,60
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,3
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,67,4
31.12.2017,Ausländer,weiblich,ledig,67,1865
31.12.2017,Ausländer,weiblich,verheiratet,67,24321
31.12.2017,Ausländer,weiblich,verwitwet,67,7247
31.12.2017,Ausländer,weiblich,geschieden,67,3760
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft,67,21
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,2
31.12.2017,Ausländer,weiblich,Lebenspartner verstorben,67,1
31.12.2018,Deutsche,männlich,ledig,67,33905
31.12.2018,Deutsche,männlich,verheiratet,67,330442
31.12.2018,Deutsche,männlich,verwitwet,67,18849
31.12.2018,Deutsche,männlich,geschieden,67,48594
31.12.2018,Deutsche,männlich,Lebenspartnerschaft,67,476
31.12.2018,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,41
31.12.2018,Deutsche,männlich,Lebenspartner verstorben,67,55
31.12.2018,Deutsche,weiblich,ledig,67,24332
31.12.2018,Deutsche,weiblich,verheiratet,67,306336
31.12.2018,Deutsche,weiblich,verwitwet,67,77262
31.12.2018,Deutsche,weiblich,geschieden,67,62146
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft,67,383
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,26
31.12.2018,Deutsche,weiblich,Lebenspartner verstorben,67,31
31.12.2018,Ausländer,männlich,ledig,67,2228
31.12.2018,Ausländer,männlich,verheiratet,67,18564
31.12.2018,Ausländer,männlich,verwitwet,67,1029
31.12.2018,Ausländer,männlich,geschieden,67,2844
31.12.2018,Ausländer,männlich,Lebenspartnerschaft,67,48
31.12.2018,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,4
31.12.2018,Ausländer,männlich,Lebenspartner verstorben,67,4
31.12.2018,Ausländer,weiblich,ledig,67,1844
31.12.2018,Ausländer,weiblich,verheiratet,67,21216
31.12.2018,Ausländer,weiblich,verwitwet,67,5882
31.12.2018,Ausländer,weiblich,geschieden,67,3612
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft,67,15
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,4
31.12.2018,Ausländer,weiblich,Lebenspartner verstorben,67,1
31.12.2019,Deutsche,männlich,ledig,67,36075
31.12.2019,Deutsche,männlich,verheiratet,67,331900
31.12.2019,Deutsche,männlich,verwitwet,67,19021
31.12.2019,Deutsche,männlich,geschieden,67,50227
31.12.2019,Deutsche,männlich,Lebenspartnerschaft,67,-
31.12.2019,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2019,Deutsche,männlich,Lebenspartner verstorben,67,-
31.12.2019,Deutsche,weiblich,ledig,67,26095
31.12.2019,Deutsche,weiblich,verheiratet,67,308597
31.12.2019,Deutsche,weiblich,verwitwet,67,76462
31.12.2019,Deutsche,weiblich,geschieden,67,63969
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft,67,-
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2019,Deutsche,weiblich,Lebenspartner verstorben,67,-
31.12.2019,Ausländer,männlich,ledig,67,2609
31.12.2019,Ausländer,männlich,verheiratet,67,18262
31.12.2019,Ausländer,männlich,verwitwet,67,1013
31.12.2019,Ausländer,männlich,geschieden,67,3115
31.12.2019,Ausländer,männlich,Lebenspartnerschaft,67,-
31.12.2019,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2019,Ausländer,männlich,Lebenspartner verstorben,67,-
31.12.2019,Ausländer,weiblich,ledig,67,2170
31.12.2019,Ausländer,weiblich,verheiratet,67,22827
31.12.2019,Ausländer,weiblich,verwitwet,67,6333
31.12.2019,Ausländer,weiblich,geschieden,67,3920
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft,67,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2019,Ausländer,weiblich,Lebenspartner verstorben,67,-
31.12.2020,Deutsche,männlich,ledig,67,38074
31.12.2020,Deutsche,männlich,verheiratet,67,327028
31.12.2020,Deutsche,männlich,verwitwet,67,18497
31.12.2020,Deutsche,männlich,geschieden,67,51774
31.12.2020,Deutsche,männlich,Lebenspartnerschaft,67,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2020,Deutsche,männlich,Lebenspartner verstorben,67,-
31.12.2020,Deutsche,weiblich,ledig,67,27545
31.12.2020,Deutsche,weiblich,verheiratet,67,307814
31.12.2020,Deutsche,weiblich,verwitwet,67,74671
31.12.2020,Deutsche,weiblich,geschieden,67,65008
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft,67,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2020,Deutsche,weiblich,Lebenspartner verstorben,67,-
31.12.2020,Ausländer,männlich,ledig,67,2899
31.12.2020,Ausländer,männlich,verheiratet,67,16817
31.12.2020,Ausländer,männlich,verwitwet,67,1040
31.12.2020,Ausländer,männlich,geschieden,67,3211
31.12.2020,Ausländer,männlich,Lebenspartnerschaft,67,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2020,Ausländer,männlich,Lebenspartner verstorben,67,-
31.12.2020,Ausländer,weiblich,ledig,67,2239
31.12.2020,Ausländer,weiblich,verheiratet,67,21167
31.12.2020,Ausländer,weiblich,verwitwet,67,5915
31.12.2020,Ausländer,weiblich,geschieden,67,3856
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,67,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2020,Ausländer,weiblich,Lebenspartner verstorben,67,-
31.12.2021,Deutsche,männlich,ledig,67,40936
31.12.2021,Deutsche,männlich,verheiratet,67,331888
31.12.2021,Deutsche,männlich,verwitwet,67,19017
31.12.2021,Deutsche,männlich,geschieden,67,54254
31.12.2021,Deutsche,männlich,Lebenspartnerschaft,67,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2021,Deutsche,männlich,Lebenspartner verstorben,67,-
31.12.2021,Deutsche,weiblich,ledig,67,30121
31.12.2021,Deutsche,weiblich,verheiratet,67,312307
31.12.2021,Deutsche,weiblich,verwitwet,67,75258
31.12.2021,Deutsche,weiblich,geschieden,67,68048
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft,67,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2021,Deutsche,weiblich,Lebenspartner verstorben,67,-
31.12.2021,Ausländer,männlich,ledig,67,3323
31.12.2021,Ausländer,männlich,verheiratet,67,18110
31.12.2021,Ausländer,männlich,verwitwet,67,1115
31.12.2021,Ausländer,männlich,geschieden,67,3464
31.12.2021,Ausländer,männlich,Lebenspartnerschaft,67,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2021,Ausländer,männlich,Lebenspartner verstorben,67,-
31.12.2021,Ausländer,weiblich,ledig,67,2636
31.12.2021,Ausländer,weiblich,verheiratet,67,21384
31.12.2021,Ausländer,weiblich,verwitwet,67,5991
31.12.2021,Ausländer,weiblich,geschieden,67,4096
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft,67,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2021,Ausländer,weiblich,Lebenspartner verstorben,67,-
31.12.2022,Deutsche,männlich,ledig,67,43872
31.12.2022,Deutsche,männlich,verheiratet,67,333118
31.12.2022,Deutsche,männlich,verwitwet,67,19021
31.12.2022,Deutsche,männlich,geschieden,67,56054
31.12.2022,Deutsche,männlich,Lebenspartnerschaft,67,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2022,Deutsche,männlich,Lebenspartner verstorben,67,-
31.12.2022,Deutsche,weiblich,ledig,67,31624
31.12.2022,Deutsche,weiblich,verheiratet,67,313527
31.12.2022,Deutsche,weiblich,verwitwet,67,74711
31.12.2022,Deutsche,weiblich,geschieden,67,69318
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft,67,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2022,Deutsche,weiblich,Lebenspartner verstorben,67,-
31.12.2022,Ausländer,männlich,ledig,67,5332
31.12.2022,Ausländer,männlich,verheiratet,67,20898
31.12.2022,Ausländer,männlich,verwitwet,67,1183
31.12.2022,Ausländer,männlich,geschieden,67,3902
31.12.2022,Ausländer,männlich,Lebenspartnerschaft,67,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft aufgehoben,67,-
31.12.2022,Ausländer,männlich,Lebenspartner verstorben,67,-
31.12.2022,Ausländer,weiblich,ledig,67,6009
31.12.2022,Ausländer,weiblich,verheiratet,67,21362
31.12.2022,Ausländer,weiblich,verwitwet,67,6634
31.12.2022,Ausländer,weiblich,geschieden,67,4388
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft,67,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,67,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,67,-
__________,,,,67,
31.12.2014,Deutsche,männlich,ledig,68,19692
31.12.2014,Deutsche,männlich,verheiratet,68,244729
31.12.2014,Deutsche,männlich,verwitwet,68,16048
31.12.2014,Deutsche,männlich,geschieden,68,31225
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,68,481
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,12
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,68,38
31.12.2014,Deutsche,weiblich,ledig,68,13288
31.12.2014,Deutsche,weiblich,verheiratet,68,223968
31.12.2014,Deutsche,weiblich,verwitwet,68,66769
31.12.2014,Deutsche,weiblich,geschieden,68,40543
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,68,292
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,5
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,68,11
31.12.2014,Ausländer,männlich,ledig,68,1301
31.12.2014,Ausländer,männlich,verheiratet,68,24385
31.12.2014,Ausländer,männlich,verwitwet,68,1225
31.12.2014,Ausländer,männlich,geschieden,68,2361
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,68,44
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,1
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,68,1
31.12.2014,Ausländer,weiblich,ledig,68,1000
31.12.2014,Ausländer,weiblich,verheiratet,68,18017
31.12.2014,Ausländer,weiblich,verwitwet,68,5889
31.12.2014,Ausländer,weiblich,geschieden,68,2675
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,68,10
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,68,1
31.12.2015,Deutsche,männlich,ledig,68,22141
31.12.2015,Deutsche,männlich,verheiratet,68,279731
31.12.2015,Deutsche,männlich,verwitwet,68,18017
31.12.2015,Deutsche,männlich,geschieden,68,36170
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,68,487
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,14
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,68,28
31.12.2015,Deutsche,weiblich,ledig,68,15715
31.12.2015,Deutsche,weiblich,verheiratet,68,254490
31.12.2015,Deutsche,weiblich,verwitwet,68,75408
31.12.2015,Deutsche,weiblich,geschieden,68,46334
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,68,263
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,5
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,68,16
31.12.2015,Ausländer,männlich,ledig,68,1618
31.12.2015,Ausländer,männlich,verheiratet,68,25882
31.12.2015,Ausländer,männlich,verwitwet,68,1384
31.12.2015,Ausländer,männlich,geschieden,68,2682
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,68,37
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,1
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,68,1
31.12.2015,Ausländer,weiblich,ledig,68,1183
31.12.2015,Ausländer,weiblich,verheiratet,68,20264
31.12.2015,Ausländer,weiblich,verwitwet,68,6370
31.12.2015,Ausländer,weiblich,geschieden,68,2950
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,68,15
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,68,1
31.12.2016,Deutsche,männlich,ledig,68,25029
31.12.2016,Deutsche,männlich,verheiratet,68,295670
31.12.2016,Deutsche,männlich,verwitwet,68,18787
31.12.2016,Deutsche,männlich,geschieden,68,39593
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,68,546
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,21
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,68,56
31.12.2016,Deutsche,weiblich,ledig,68,17651
31.12.2016,Deutsche,weiblich,verheiratet,68,266300
31.12.2016,Deutsche,weiblich,verwitwet,68,77968
31.12.2016,Deutsche,weiblich,geschieden,68,50127
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,68,358
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,17
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,68,19
31.12.2016,Ausländer,männlich,ledig,68,1772
31.12.2016,Ausländer,männlich,verheiratet,68,24856
31.12.2016,Ausländer,männlich,verwitwet,68,1328
31.12.2016,Ausländer,männlich,geschieden,68,2808
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,68,38
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,3
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,68,1
31.12.2016,Ausländer,weiblich,ledig,68,1329
31.12.2016,Ausländer,weiblich,verheiratet,68,21244
31.12.2016,Ausländer,weiblich,verwitwet,68,6715
31.12.2016,Ausländer,weiblich,geschieden,68,3313
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,68,8
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,3
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,68,1
31.12.2017,Deutsche,männlich,ledig,68,28577
31.12.2017,Deutsche,männlich,verheiratet,68,321042
31.12.2017,Deutsche,männlich,verwitwet,68,20406
31.12.2017,Deutsche,männlich,geschieden,68,43256
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,68,646
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,34
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,68,34
31.12.2017,Deutsche,weiblich,ledig,68,20256
31.12.2017,Deutsche,weiblich,verheiratet,68,291399
31.12.2017,Deutsche,weiblich,verwitwet,68,83509
31.12.2017,Deutsche,weiblich,geschieden,68,55720
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,68,437
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,16
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,68,20
31.12.2017,Ausländer,männlich,ledig,68,1905
31.12.2017,Ausländer,männlich,verheiratet,68,23295
31.12.2017,Ausländer,männlich,verwitwet,68,1275
31.12.2017,Ausländer,männlich,geschieden,68,2839
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,68,54
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,3
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,68,2
31.12.2017,Ausländer,weiblich,ledig,68,1541
31.12.2017,Ausländer,weiblich,verheiratet,68,22290
31.12.2017,Ausländer,weiblich,verwitwet,68,6983
31.12.2017,Ausländer,weiblich,geschieden,68,3332
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft,68,15
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2017,Ausländer,weiblich,Lebenspartner verstorben,68,1
31.12.2018,Deutsche,männlich,ledig,68,31242
31.12.2018,Deutsche,männlich,verheiratet,68,325914
31.12.2018,Deutsche,männlich,verwitwet,68,20885
31.12.2018,Deutsche,männlich,geschieden,68,45451
31.12.2018,Deutsche,männlich,Lebenspartnerschaft,68,452
31.12.2018,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,35
31.12.2018,Deutsche,männlich,Lebenspartner verstorben,68,73
31.12.2018,Deutsche,weiblich,ledig,68,22230
31.12.2018,Deutsche,weiblich,verheiratet,68,297574
31.12.2018,Deutsche,weiblich,verwitwet,68,83941
31.12.2018,Deutsche,weiblich,geschieden,68,59718
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft,68,364
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,28
31.12.2018,Deutsche,weiblich,Lebenspartner verstorben,68,45
31.12.2018,Ausländer,männlich,ledig,68,2236
31.12.2018,Ausländer,männlich,verheiratet,68,22274
31.12.2018,Ausländer,männlich,verwitwet,68,1290
31.12.2018,Ausländer,männlich,geschieden,68,2968
31.12.2018,Ausländer,männlich,Lebenspartnerschaft,68,46
31.12.2018,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,3
31.12.2018,Ausländer,männlich,Lebenspartner verstorben,68,4
31.12.2018,Ausländer,weiblich,ledig,68,1878
31.12.2018,Ausländer,weiblich,verheiratet,68,23456
31.12.2018,Ausländer,weiblich,verwitwet,68,7530
31.12.2018,Ausländer,weiblich,geschieden,68,3653
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft,68,20
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,2
31.12.2018,Ausländer,weiblich,Lebenspartner verstorben,68,2
31.12.2019,Deutsche,männlich,ledig,68,32541
31.12.2019,Deutsche,männlich,verheiratet,68,324662
31.12.2019,Deutsche,männlich,verwitwet,68,20240
31.12.2019,Deutsche,männlich,geschieden,68,46976
31.12.2019,Deutsche,männlich,Lebenspartnerschaft,68,-
31.12.2019,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,-
31.12.2019,Deutsche,männlich,Lebenspartner verstorben,68,-
31.12.2019,Deutsche,weiblich,ledig,68,23840
31.12.2019,Deutsche,weiblich,verheiratet,68,298734
31.12.2019,Deutsche,weiblich,verwitwet,68,82237
31.12.2019,Deutsche,weiblich,geschieden,68,61269
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft,68,-
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2019,Deutsche,weiblich,Lebenspartner verstorben,68,-
31.12.2019,Ausländer,männlich,ledig,68,2206
31.12.2019,Ausländer,männlich,verheiratet,68,17807
31.12.2019,Ausländer,männlich,verwitwet,68,1089
31.12.2019,Ausländer,männlich,geschieden,68,2698
31.12.2019,Ausländer,männlich,Lebenspartnerschaft,68,-
31.12.2019,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,-
31.12.2019,Ausländer,männlich,Lebenspartner verstorben,68,-
31.12.2019,Ausländer,weiblich,ledig,68,1845
31.12.2019,Ausländer,weiblich,verheiratet,68,20341
31.12.2019,Ausländer,weiblich,verwitwet,68,6111
31.12.2019,Ausländer,weiblich,geschieden,68,3522
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft,68,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2019,Ausländer,weiblich,Lebenspartner verstorben,68,-
31.12.2020,Deutsche,männlich,ledig,68,34580
31.12.2020,Deutsche,männlich,verheiratet,68,325344
31.12.2020,Deutsche,männlich,verwitwet,68,20421
31.12.2020,Deutsche,männlich,geschieden,68,48572
31.12.2020,Deutsche,männlich,Lebenspartnerschaft,68,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft aufgehoben,68,-
31.12.2020,Deutsche,männlich,Lebenspartner verstorben,68,-
31.12.2020,Deutsche,weiblich,ledig,68,25617
31.12.2020,Deutsche,weiblich,verheiratet,68,300358
31.12.2020,Deutsche,weiblich,verwitwet,68,81526
31.12.2020,Deutsche,weiblich,geschieden,68,63130
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft,68,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,68,-
31.12.2020,Deutsche,weiblich,Lebenspartner verstorben,68,-
31.12.2020,Ausländer,männlich,ledig,68,2495
31.12.2020,Ausländer,männlich,verheiratet,68,17528
31.12.2020,Ausländer,männlich,verwitwet,68,1073
31.12.2020,Ausländer,männlich,geschieden,68,3042
31.12.2020,Ausländer,männlich,Lebenspartnerschaft,68,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft aufgehoben,68,-
31.12.2020,Ausländer,männlich,Lebenspartner verstorben,68,-
31.12.2020,Ausländer,weiblich,ledig,68,2203
31.12.2020,Ausländer,weiblich,verheiratet,68,21959
31.12.2020,Ausländer,weiblich,verwitwet,68,6624
31.12.2020,Ausländer,weiblich,geschieden,68,3816
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,68,-
